date,portfolio_value,cash,positions,queue_size
2021-12-02,989.13,253.15,5,8
2021-12-03,980.6,253.15,5,10
2021-12-06,993.01,253.15,5,11
2021-12-07,1011.33,253.15,5,7
2021-12-08,1045.06,253.15,5,6
2021-12-09,1029.1,253.15,5,5
2021-12-10,1034.12,253.15,5,5
2021-12-13,1026.06,257.42,5,5
2021-12-14,1025.55,257.42,5,6
2021-12-15,1040.66,257.42,5,8
2021-12-16,1034.26,257.42,5,11
2021-12-17,1014.25,257.42,5,16
2021-12-20,1007.65,252.22,5,45
2021-12-21,1015.48,252.22,5,38
2021-12-22,1022.55,252.22,5,34
2021-12-23,1025.23,252.22,5,29
2021-12-27,1034.86,252.22,5,0
2021-12-28,1034.91,252.22,5,0
2021-12-29,1037.51,252.22,5,0
2021-12-30,1036.61,252.22,5,0
2021-12-31,1033.97,252.22,5,0
2022-01-03,1038.35,252.22,5,0
2022-01-04,1038.63,360.56,5,1
2022-01-05,1031.5,360.56,5,8
2022-01-06,1022.52,267.57,5,16
2022-01-07,1028.16,267.57,5,17
2022-01-10,1026.72,256.77,5,17
2022-01-11,1037.01,256.77,5,13
2022-01-12,1042.2,256.77,5,5
2022-01-13,1032.98,256.77,5,5
2022-01-14,1041.35,256.77,5,7
2022-01-18,1032.21,256.77,5,9
2022-01-19,1023.81,256.77,5,10
2022-01-20,1014.71,256.77,5,11
2022-01-21,997.78,250.06,5,10
2022-01-24,1001.82,249.47,5,14
2022-01-25,1017.84,249.47,5,11
2022-01-26,1013.51,249.47,5,12
2022-01-27,1017.95,254.78,5,13
2022-01-28,1020.88,255.4,5,10
2022-01-31,1020.9,255.4,5,10
2022-02-01,1042.13,255.4,5,3
2022-02-02,1047.08,255.4,5,1
2022-02-03,1038.81,255.4,5,4
2022-02-04,1046.25,255.4,5,5
2022-02-07,1054.37,255.4,5,5
2022-02-08,1048.21,255.4,5,5
2022-02-09,1051.6,255.4,5,1
2022-02-10,1042.43,255.4,5,1
2022-02-11,1055.95,255.4,5,2
2022-02-14,1039.94,260.74,5,2
2022-02-15,1035.69,260.74,5,2
2022-02-16,1037.58,260.74,5,4
2022-02-17,1034.48,260.74,5,4
2022-02-18,1029.43,260.74,5,5
2022-02-22,1021.16,260.74,5,5
2022-02-23,1020.45,260.74,5,1
2022-02-24,1013.74,260.74,5,0
2022-02-25,1038.55,259.28,5,0
2022-02-28,1049.03,259.28,5,2
2022-03-01,1055.96,358.9,5,5
2022-03-02,1068.71,358.9,5,7
2022-03-03,1072.17,400.57,5,9
2022-03-04,1090.27,394.95,5,8
2022-03-07,1102.01,506.06,5,9
2022-03-08,1094.11,506.06,5,6
2022-03-09,1083.08,406.41,5,8
2022-03-10,1094.32,406.41,5,10
2022-03-11,1088.75,406.41,5,9
2022-03-14,1076.27,406.41,5,9
2022-03-15,1061.86,406.41,5,3
2022-03-16,1050.27,608.11,4,0
2022-03-17,1059.7,608.11,4,0
2022-03-18,1060.57,608.11,4,0
2022-03-21,1074.65,393.22,5,9
2022-03-22,1072.36,393.22,5,9
2022-03-23,1080.8,393.22,5,9
2022-03-24,1081.85,442.54,5,9
2022-03-25,1090.26,442.54,5,0
2022-03-28,1084.73,555.66,4,0
2022-03-29,1077.9,339.55,5,0
2022-03-30,1074.8,339.55,5,0
2022-03-31,1057.61,339.55,5,0
2022-04-01,1067.59,339.55,5,1
2022-04-04,1064.25,266.53,5,1
2022-04-05,1048.94,266.53,5,1
2022-04-06,1046.23,266.53,5,1
2022-04-07,1063.35,265.89,5,1
2022-04-08,1061.06,265.89,5,4
2022-04-11,1050.66,265.89,5,5
2022-04-12,1052.41,265.89,5,7
2022-04-13,1060.72,265.89,5,7
2022-04-14,1052.08,265.89,5,4
2022-04-18,1047.99,265.89,5,5
2022-04-19,1054.63,313.73,4,2
2022-04-20,1052.19,313.73,4,2
2022-04-21,1030.34,258.5,5,0
2022-04-22,1021.93,258.5,5,1
2022-04-25,1027.27,259.45,4,1
2022-04-26,1015.63,254.21,5,2
2022-04-27,1017.69,254.21,5,2
2022-04-28,1017.18,254.21,5,2
2022-04-29,1000.25,254.21,5,2
2022-05-02,996.72,371.46,4,2
2022-05-03,1001.65,250.6,5,1
2022-05-04,1028.39,250.6,5,1
2022-05-05,1014.79,250.6,5,3
2022-05-06,1016.82,250.6,5,4
2022-05-09,1000.53,250.6,5,5
2022-05-10,990.6,250.6,5,7
2022-05-11,990.41,442.39,4,5
2022-05-12,987.47,442.39,4,4
2022-05-13,991.23,442.39,4,3
2022-05-16,992.47,442.39,4,3
2022-05-17,998.02,249.58,5,0
2022-05-18,981.91,249.58,5,1
2022-05-19,968.79,242.57,5,1
2022-05-20,970.57,426.43,4,1
2022-05-23,982.55,244.98,5,1
2022-05-24,994.06,244.98,5,0
2022-05-25,1003.12,244.98,5,0
2022-05-26,1011.06,244.98,5,0
2022-05-27,1026.37,244.98,5,0
2022-05-31,1013.04,244.98,5,0
2022-06-01,1013.48,244.98,5,11
2022-06-02,1025.42,244.98,5,11
2022-06-03,1028.45,244.98,5,11
2022-06-06,1033.54,343.13,5,12
2022-06-07,1040.82,343.13,5,3
2022-06-08,1030.86,465.93,4,3
2022-06-09,1021.17,262.04,5,3
2022-06-10,1007.96,262.04,5,2
2022-06-13,986.51,262.04,5,2
2022-06-14,977.31,262.04,5,0
2022-06-15,977.5,753.39,2,0
2022-06-16,974.41,753.39,2,0
2022-06-17,974.53,753.39,2,0
2022-06-21,975.38,557.47,3,0
2022-06-22,973.75,557.47,3,0
2022-06-23,974.61,557.47,3,0
2022-06-24,996.35,557.47,3,0
2022-06-27,990.02,247.68,5,0
2022-06-28,980.23,247.68,5,0
2022-06-29,975.79,247.68,5,0
2022-06-30,966.47,247.68,5,0
2022-07-01,968.58,247.68,5,0
2022-07-05,969.47,247.68,5,0
2022-07-06,967.26,247.68,5,0
2022-07-07,971.09,247.68,5,0
2022-07-08,966.68,247.68,5,0
2022-07-11,966.58,247.68,5,1
2022-07-12,960.82,247.68,5,1
2022-07-13,950.75,247.68,5,1
2022-07-14,952.57,722.23,2,1
2022-07-15,955.17,722.23,2,0
2022-07-18,953.89,921.42,1,0
2022-07-19,954.09,921.42,1,0
2022-07-20,954.36,921.42,1,0
2022-07-21,954.84,921.42,1,0
2022-07-22,948.27,540.08,3,0
2022-07-25,946.68,350.83,4,0
2022-07-26,941.77,235.76,5,0
2022-07-27,973.0,235.76,5,1
2022-07-28,984.49,235.76,5,6
2022-07-29,990.7,235.76,5,13
2022-08-01,988.13,302.0,5,18
2022-08-02,978.23,302.0,5,19
2022-08-03,985.74,302.0,5,20
2022-08-04,983.65,302.0,5,19
2022-08-05,984.87,302.0,5,21
2022-08-08,987.97,302.0,5,22
2022-08-09,985.41,302.0,5,19
2022-08-10,1003.1,302.0,5,17
2022-08-11,1000.81,302.0,5,13
2022-08-12,1014.5,302.0,5,17
2022-08-15,1020.54,302.0,5,19
2022-08-16,1018.17,317.76,5,11
2022-08-17,1009.78,317.76,5,11
2022-08-18,1006.46,317.76,5,9
2022-08-19,1000.84,317.76,5,8
2022-08-22,981.17,317.76,5,10
2022-08-23,974.71,317.76,5,7
2022-08-24,980.67,317.76,5,6
2022-08-25,990.3,317.76,5,5
2022-08-26,969.76,317.76,5,4
2022-08-29,959.31,314.43,5,4
2022-08-30,950.78,314.43,5,1
2022-08-31,944.94,305.93,5,1
2022-09-01,930.96,490.3,4,0
2022-09-02,933.74,490.3,4,0
2022-09-06,933.26,660.47,3,0
2022-09-07,935.46,660.47,3,0
2022-09-08,941.91,473.1,4,0
2022-09-09,949.33,283.66,5,1
2022-09-12,949.11,283.66,5,4
2022-09-13,929.89,233.08,5,5
2022-09-14,937.59,233.08,5,8
2022-09-15,938.61,233.08,5,10
2022-09-16,937.65,233.68,5,10
2022-09-19,940.64,233.68,5,17
2022-09-20,936.23,233.68,5,14
2022-09-21,914.68,233.68,5,12
2022-09-22,903.44,233.68,5,9
2022-09-23,901.47,528.38,3,2
2022-09-26,895.06,528.38,3,2
2022-09-27,898.33,697.92,2,0
2022-09-28,903.4,517.65,3,0
2022-09-29,897.32,517.65,3,0
2022-09-30,889.45,222.48,5,0
2022-10-03,908.47,222.48,5,1
2022-10-04,917.12,222.48,5,1
2022-10-05,908.77,222.48,5,1
2022-10-06,905.49,222.48,5,3
2022-10-07,886.92,222.48,5,4
2022-10-10,890.42,222.48,5,5
2022-10-11,879.24,222.48,5,5
2022-10-12,879.56,386.39,4,3
2022-10-13,897.44,386.39,4,1
2022-10-14,891.03,584.25,3,0
2022-10-17,897.64,584.25,3,0
2022-10-18,893.47,404.03,4,0
2022-10-19,912.04,404.03,4,0
2022-10-20,895.98,404.03,4,0
2022-10-21,917.52,404.03,4,0
2022-10-24,924.53,229.62,5,0
2022-10-25,932.41,229.62,5,1
2022-10-26,941.04,229.62,5,1
2022-10-27,935.41,334.26,5,1
2022-10-28,936.09,334.26,5,3
2022-10-31,938.07,269.39,5,8
2022-11-01,934.85,269.39,5,12
2022-11-02,921.44,269.39,5,16
2022-11-03,922.78,269.39,5,18
2022-11-04,928.62,269.39,5,20
2022-11-07,936.9,234.94,5,21
2022-11-08,947.27,234.94,5,12
2022-11-09,938.7,234.94,5,8
2022-11-10,957.05,234.94,5,3
2022-11-11,969.25,234.94,5,6
2022-11-14,967.31,242.28,5,9
2022-11-15,965.64,242.28,5,11
2022-11-16,963.94,242.28,5,12
2022-11-17,961.13,242.28,5,9
2022-11-18,969.03,242.28,5,7
2022-11-21,974.19,242.28,5,8
2022-11-22,980.25,260.4,4,3
2022-11-23,980.9,260.4,4,2
2022-11-25,982.71,260.4,4,1
2022-11-28,973.16,260.4,4,0
2022-11-29,977.78,260.4,4,0
2022-11-30,992.82,260.4,4,0
2022-12-01,992.09,260.4,4,28
2022-12-02,996.16,260.4,4,30
2022-12-05,987.85,260.4,4,30
2022-12-06,983.95,260.4,4,31
2022-12-07,985.65,260.4,4,3
2022-12-08,989.87,260.4,4,1
2022-12-09,982.07,260.4,4,1
2022-12-12,993.24,260.4,4,2
2022-12-13,994.22,260.4,4,1
2022-12-14,992.26,260.4,4,5
2022-12-15,977.85,260.4,4,7
2022-12-16,971.02,260.4,4,6
2022-12-19,968.11,260.4,4,11
2022-12-20,966.77,260.4,4,7
2022-12-21,975.93,260.4,4,5
2022-12-22,973.24,260.4,4,5
2022-12-23,977.09,260.4,4,0
2022-12-27,978.08,260.4,4,0
2022-12-28,971.9,260.4,4,0
2022-12-29,979.37,260.4,4,0
2022-12-30,975.3,260.4,4,0
2023-01-03,979.64,260.4,4,0
2023-01-04,990.64,260.4,4,0
2023-01-05,983.79,260.4,4,1
2023-01-06,1002.38,260.4,4,2
2023-01-09,991.02,260.4,4,7
2023-01-10,991.43,260.4,4,12
2023-01-11,992.81,260.4,4,12
2023-01-12,987.24,260.4,4,13
2023-01-13,988.89,260.4,4,8
2023-01-17,984.52,246.53,4,9
2023-01-18,966.74,246.53,4,4
2023-01-19,958.61,246.53,4,8
2023-01-20,965.7,246.53,4,12
2023-01-23,968.53,246.53,4,19
2023-01-24,962.97,246.53,4,23
2023-01-25,958.31,245.52,4,19
2023-01-26,962.08,245.52,4,16
2023-01-27,962.36,245.52,4,9
2023-01-30,955.6,245.52,4,13
2023-01-31,963.79,245.52,4,7
2023-02-01,968.46,245.52,4,10
2023-02-02,975.73,245.52,4,14
2023-02-03,972.83,245.52,4,27
2023-02-06,968.14,245.52,4,33
2023-02-07,974.46,245.52,4,29
2023-02-08,960.91,241.51,4,28
2023-02-09,949.41,241.51,4,17
2023-02-10,955.78,241.51,4,15
2023-02-13,964.3,241.51,4,15
2023-02-14,958.65,241.51,4,10
2023-02-15,956.43,241.51,4,7
2023-02-16,947.85,241.51,4,6
2023-02-17,946.74,241.51,4,11
2023-02-21,929.14,241.51,4,12
2023-02-22,928.17,571.99,2,6
2023-02-23,927.08,565.74,2,1
2023-02-24,925.56,565.74,2,0
2023-02-27,927.78,565.74,2,0
2023-02-28,927.94,565.74,2,0
2023-03-01,926.21,565.74,2,0
2023-03-02,932.06,379.56,3,0
2023-03-03,945.36,236.93,4,0
2023-03-06,944.46,236.93,4,0
2023-03-07,941.88,236.93,4,1
2023-03-08,942.95,236.93,4,2
2023-03-09,929.16,236.93,4,3
2023-03-10,923.5,231.62,4,3
2023-03-13,919.71,231.62,4,3
2023-03-14,929.11,231.62,4,1
2023-03-15,920.88,231.62,4,0
2023-03-16,940.59,231.62,4,1
2023-03-17,929.0,231.62,4,8
2023-03-20,935.57,233.56,4,20
2023-03-21,950.5,233.56,4,20
2023-03-22,941.86,423.38,3,19
2023-03-23,950.29,237.76,4,12
2023-03-24,947.85,237.76,4,1
2023-03-27,941.44,237.76,4,2
2023-03-28,932.23,237.76,4,2
2023-03-29,942.98,237.76,4,2
2023-03-30,946.06,237.76,4,1
2023-03-31,958.0,237.76,4,0
2023-04-03,955.4,251.05,4,0
2023-04-04,957.37,251.05,4,0
2023-04-05,942.04,251.05,4,0
2023-04-06,942.42,251.05,4,0
2023-04-10,948.01,251.05,4,0
2023-04-11,939.56,251.05,4,0
2023-04-12,938.02,251.05,4,0
2023-04-13,951.57,251.05,4,0
2023-04-14,945.4,236.74,5,0
2023-04-17,943.64,236.74,5,2
2023-04-18,942.79,401.94,4,2
2023-04-19,932.04,233.16,5,5
2023-04-20,925.72,231.96,5,5
2023-04-21,935.92,249.4,4,3
2023-04-24,935.31,249.4,4,5
2023-04-25,928.67,249.4,4,3
2023-04-26,924.23,249.4,4,6
2023-04-27,927.09,249.4,4,7
2023-04-28,935.36,249.4,4,8
2023-05-01,936.7,249.4,4,13
2023-05-02,913.33,249.4,4,9
2023-05-03,920.68,232.3,4,8
2023-05-04,911.7,232.3,4,6
2023-05-05,920.0,232.3,4,1
2023-05-08,924.29,232.3,4,3
2023-05-09,921.51,232.3,4,4
2023-05-10,924.11,232.3,4,3
2023-05-11,922.31,232.3,4,6
2023-05-12,926.42,232.3,4,5
2023-05-15,925.51,232.3,4,7
2023-05-16,920.49,232.3,4,8
2023-05-17,921.06,232.3,4,5
2023-05-18,926.58,232.3,4,9
2023-05-19,927.78,232.3,4,14
2023-05-22,923.1,232.3,4,17
2023-05-23,904.17,232.3,4,15
2023-05-24,905.59,226.12,4,10
2023-05-25,912.46,226.12,4,6
2023-05-26,925.09,226.12,4,12
2023-05-30,935.06,226.12,4,18
2023-05-31,928.39,233.21,5,22
2023-06-01,929.57,233.21,5,28
2023-06-02,931.12,233.21,5,25
2023-06-05,940.72,233.21,5,30
2023-06-06,941.01,235.74,5,25
2023-06-07,929.06,235.74,5,14
2023-06-08,941.12,235.74,5,17
2023-06-09,939.15,235.74,5,14
2023-06-12,948.16,235.74,5,17
2023-06-13,952.64,235.74,5,18
2023-06-14,959.23,235.74,5,18
2023-06-15,971.13,235.74,5,19
2023-06-16,967.33,235.74,5,23
2023-06-20,966.8,235.74,5,56
2023-06-21,954.49,238.96,5,41
2023-06-22,957.04,332.18,4,34
2023-06-23,961.11,240.39,5,1
2023-06-26,950.38,240.39,5,7
2023-06-27,967.06,240.39,5,8
2023-06-28,968.0,240.39,5,9
2023-06-29,974.94,240.39,5,9
2023-06-30,985.74,240.39,5,3
2023-07-03,989.12,240.39,5,4
2023-07-05,985.19,288.94,5,1
2023-07-06,981.47,288.94,5,3
2023-07-07,978.97,288.94,5,2
2023-07-10,981.67,288.94,5,2
2023-07-11,979.07,288.94,5,3
2023-07-12,974.12,264.94,5,7
2023-07-13,1028.97,264.94,5,9
2023-07-14,1020.6,379.12,5,12
2023-07-17,1019.58,379.12,5,15
2023-07-18,1019.56,255.1,5,11
2023-07-19,1026.76,255.1,5,18
2023-07-20,1024.48,257.35,5,22
2023-07-21,1021.23,257.35,5,23
2023-07-24,1023.99,257.35,5,37
2023-07-25,1028.64,256.69,5,27
2023-07-26,1026.78,256.69,5,28
2023-07-27,1017.92,255.58,5,30
2023-07-28,1026.05,255.58,5,21
2023-07-31,1018.13,255.58,5,23
2023-08-01,1015.71,255.58,5,20
2023-08-02,1010.61,255.58,5,18
2023-08-03,1010.8,255.58,5,18
2023-08-04,1008.1,255.58,5,17
2023-08-07,1019.23,255.58,5,20
2023-08-08,1020.39,255.58,5,13
2023-08-09,1012.65,255.58,5,9
2023-08-10,1011.83,255.58,5,10
2023-08-11,1013.48,255.58,5,8
2023-08-14,1015.75,255.58,5,8
2023-08-15,1006.67,255.58,5,3
2023-08-16,1002.54,255.58,5,3
2023-08-17,1001.68,250.92,5,2
2023-08-18,997.55,250.92,5,2
2023-08-21,993.15,250.92,5,3
2023-08-22,988.12,250.92,5,2
2023-08-23,994.07,250.92,5,3
2023-08-24,988.14,250.92,5,5
2023-08-25,991.12,250.92,5,6
2023-08-28,992.85,250.92,5,7
2023-08-29,1001.05,250.92,5,5
2023-08-30,1004.29,250.92,5,3
2023-08-31,999.66,250.92,5,1
2023-09-01,998.42,250.92,5,6
2023-09-05,993.95,250.92,5,8
2023-09-06,988.43,247.1,5,8
2023-09-07,993.85,247.1,5,3
2023-09-08,998.52,247.1,5,1
2023-09-11,1004.07,247.1,5,2
2023-09-12,1002.43,247.1,5,5
2023-09-13,1002.51,247.1,5,8
2023-09-14,1006.21,247.1,5,8
2023-09-15,998.36,249.71,5,12
2023-09-18,999.17,249.71,5,32
2023-09-19,996.18,445.49,4,25
2023-09-20,991.61,445.49,4,25
2023-09-21,986.43,445.49,4,20
2023-09-22,985.04,411.8,4,0
